Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
Albert	2138-0	Albert43-A3_guerre_Cent_ans	2138-0_34-193	À la fin du Moyen Âge, les Français et les Anglais entrent dans un conflit qui durera plus d’un siècle, de 1337 à 1453, et qu’on appelle la guerre de Cent ans.	doltean_1620314367062_2138-0	doltean	un conflit	SN	conflit	Comportementale	Base	Aucun	Colere	Aucune	conflit	un conflit
Albert	2138-0	Albert43-A3_guerre_Cent_ans	2138-0_1013-1130	Pendant près de dix ans, les deux hommes vont s’affronter en nouant des alliances, chacun voulant affaiblir l’autre. 	doltean_1617108040188_2138-0	doltean	vont s’affronter	Proposition	s'affronter	Comportementale	Base	Aucun	Colere	Aucune	se affronter	aller s’ affronter
Albert	2138-0	Albert43-A3_guerre_Cent_ans	2138-0_1130-1206	D’un côté, le roi de France s’alliera à l’Écosse pour menacer l’Angleterre. 	doltean_1617108100116_2138-0	doltean	menacer	Proposition	menacer	Designee	Base	Aucun	Peur	Aucune	menacer	menacer
Albert	2138-0	Albert43-A3_guerre_Cent_ans	2138-0_1416-1619	Le 7 octobre 1337, Édouard III lance publiquement un défi à « Philippe, qui se dit roi de France », et revendique à nouveau la couronne pour lui-même, déclenchant une guerre qui durera plus de cent ans. 	doltean_1617108275224_2138-0	doltean	revendique à nouveau la couronne pour lui-même	Proposition	revendique	Comportementale	Base	Aucun	Colere	Aucune	revendique	revendiquer à nouveau le couronne pour lui-même
Albert	2138-0	Albert43-A3_guerre_Cent_ans	2138-0_1619-1767	La France et l’Angleterre s’affronteront ainsi à travers de multiples conflits, remportés tantôt par les rois français, tantôt par les rois anglais.	doltean_1617108372062_2138-0	doltean	s’affronteront à travers de multiples conflits	Proposition	s'affronteront; conflits	Comportementale	Base	Aucun	Colere	Aucune	se affronter ; conflit	s’ affronter à travers de multiple conflit
Albert	499-33606639	Albert43-A3_octuple_gifle	499-33606639_14-119	Au large de Kaikoura, une ville de Nouvelle-Zélande, deux kayakistes ont connu une drôle de mésaventure. 	doltean_1617108796659_499-33606639	doltean	une drôle de mésaventure	SAdj	drôle	Suggeree	Base	Aucun	Surprise	Aucune	drôle	un drôle de mésaventure
Albert	499-33606639	Albert43-A3_octuple_gifle	499-33606639_239-404	L’otarie, qui voulait manger le poulpe, s’est mise à secouer vigoureusement sa proie et le malheureux kayakiste a pris une gifle par les huit tentacules du poulpe ! 	doltean_1620314568302_499-33606639	doltean	a pris une gifle par les huit tentacules du poulpe	Proposition	a pris une gifle par les huit tentacules du poulpe	Suggeree	Base	Aucun	Surprise	Aucune	avoir prendre un gifle par le huit tentacule de poulpe	avoir prendre un gifle par le huit tentacule de poulpe
Albert	863-86131386	Albert43-A3_Syrie	863-86131386_408-674	La Russie, qui soutient Bachar al-Assad, et la Turquie, qui soutient plutôt l’armée « rebelle », ont récemment trouvé un accord pour diriger ensemble Idlib et éviter une bataille sanglante entre les deux armées, qui aurait eu des conséquences humanitaires terribles.	doltean_1618836920565_863-86131386	doltean	une bataille sanglante entre les deux armées	SN	sanglante	Suggeree	Base	Aucun	Peur	Aucune	sanglante	un bataille sanglante entrer le deux armée
Albert	863-86131386	Albert43-A3_Syrie	863-86131386_408-674	La Russie, qui soutient Bachar al-Assad, et la Turquie, qui soutient plutôt l’armée « rebelle », ont récemment trouvé un accord pour diriger ensemble Idlib et éviter une bataille sanglante entre les deux armées, qui aurait eu des conséquences humanitaires terribles.	doltean_1618836955756_863-86131386	doltean	terribles	SAdj	terribles	Designee	Base	Aucun	Peur	Aucune	terrible	terrible
Albert	622-32846715	Albert43-A3_voleur_malgre_lui	622-32846715_102-228	En sortant de ses courses au supermarché, une femme alerte les gendarmes car elle ne retrouve plus sa voiture sur le parking. 	doltean_1617110435936_622-32846715	doltean	alerte les gendarmes	Proposition	alerte les gendarmes	Comportementale	Base	Aucun	Peur	Aucune	alerte le gendarme	alerte le gendarme
Albert	4785-45985401	Albert44-A3_avenir_Nouvelle-Caledonie	4785-45985401_1922-2172	Mais c’est dans les années 1980 que les tensions deviennent très vives entre les européens et la population kanak, qui réclame l’indépendance de la Nouvelle-Calédonie. À la fin des années 1980, le conflit entre même dans une phase d’extrême violence.	doltean_1620380106114_4785-45985401	doltean	le conflit	SN	conflit	Comportementale	Base	Aucun	Colere	Aucune	conflit	le conflit
Albert	4785-45985401	Albert44-A3_avenir_Nouvelle-Caledonie	4785-45985401_1922-2172	Mais c’est dans les années 1980 que les tensions deviennent très vives entre les européens et la population kanak, qui réclame l’indépendance de la Nouvelle-Calédonie. À la fin des années 1980, le conflit entre même dans une phase d’extrême violence.	doltean_1617112874947_4785-45985401	doltean	les tensions	SN	tensions	Designee	Base	Aucun	Colere	Aucune	tension	le tension
Albert	4785-45985401	Albert44-A3_avenir_Nouvelle-Caledonie	4785-45985401_1922-2172	Mais c’est dans les années 1980 que les tensions deviennent très vives entre les européens et la population kanak, qui réclame l’indépendance de la Nouvelle-Calédonie. À la fin des années 1980, le conflit entre même dans une phase d’extrême violence.	doltean_1617112947645_4785-45985401	doltean	réclame l’indépendance de la Nouvelle-Calédonie	Proposition	réclame	Comportementale	Base	Aucun	Colere	Aucune	réclame	réclame l’ indépendanc de le Nouvelle - Calédonie
Albert	670-16038396	Albert44-A3_a_dada_sur_mon_balai	670-16038396_21-192	Fin septembre, une course inédite s’est déroulée en Vendée : intitulée « championnat du monde de cheval à 2 pattes », elle a vu s’affronter des cavaliers... sans chevaux! 	doltean_1620379706105_670-16038396	doltean	inédite	SAdj	inédite	Suggeree	Base	Aucun	Surprise	Aucune	inédit	inédit
Albert	863-73562643	Albert44-A3_HongKong	863-73562643_597-720	Baptisé « révolution des parapluies », il réclamait des réformes politiques pour que Hong Kong dispose de plus de liberté. 	doltean_1617113422492_863-73562643	doltean	réclamait des réformes politiques pour que Hong Kong dispose de plus de liberté	Proposition	réclamait	Comportementale	Base	Aucun	Colere	Aucune	réclamer	réclamer un réforme politique pour que Hong Kong disposer de plus de liberté
Albert	513-4369563	Albert44-A3_pas_de_lezard	513-4369563_148-480	Après plusieurs coups de fil intempestifs sans interlocuteur au bout du fil, la vétérinaire Claire Simeone s’est déplacée à l’hôpital et a trouvé le coupable : un gecko (un reptile qui ressemble à un lézard) était posé sur le téléphone et avait appelé toutes les personnes du répertoire avec ses pattes, posées sur l’écran tactile !	doltean_1620381060315_513-4369563	doltean	plusieurs coups de fil intempestifs sans interlocuteur au bout du fil	SN	coups de fils intempestifs	Suggeree	Base	Aucun	Colere	Aucune	coup de fils intempestif	plusieurs coup de fil intempestif sans interlocuteur au bout de fil
Albert	3058-28057194	Albert44-A3_prix_aliments	3058-28057194_264-336	En 2015, les éleveurs de porcs barraient les routes avec des tracteurs. 	doltean_1617113882688_3058-28057194	doltean	barraient les routes avec des tracteurs	Proposition	barraient les routes	Comportementale	Base	Aucun	Colere	Aucune	barrer le route	barrer le route avec un tracteur
Albert	3058-28057194	Albert44-A3_prix_aliments	3058-28057194_336-434	L’année suivante, les producteurs laitiers déversaient des litres de lait devant les préfectures. 	doltean_1617113946381_3058-28057194	doltean	déversaient des litres de lait devant les préfectures	Proposition	déversaient des litres de lait	Comportementale	Base	Aucun	Colere	Aucune	déversaient de litre de lait	déversaient de litre de lait devant le préfecture
Albert	3058-28057194	Albert44-A3_prix_aliments	3058-28057194_434-538	Chaque année, les agriculteurs manifestent, généralement pour une même revendication : être mieux payés.	doltean_1617114012113_3058-28057194	doltean	manifestent pour une même revendication : être mieux payés	Proposition	manifestent	Comportementale	Base	Aucun	Colere	Aucune	manifester	manifester pour un même revendication : être mieux payer
Albert	2176-0	Albert44-A3_revocation_Edit_Nante	2176-0_257-652	Dans la seconde moitié du XVIe siècle, la société française est déchirée par des guerres de religion entre chrétiens : d’un côté les catholiques, placés sous l’autorité du pape et de l’autre côté les protestants, qui revendiquent une nouvelle forme de christianisme. À cette époque, les protestants sont peu nombreux en France et sont la cible de sévères persécutions de la part des catholiques.	doltean_1617114212911_2176-0	doltean	de sévères persécutions	SN	persécutions	Designee	Base	Base	Peur	Tristesse	persécution	de sévère persécution
Albert	2176-0	Albert44-A3_revocation_Edit_Nante	2176-0_257-652	Dans la seconde moitié du XVIe siècle, la société française est déchirée par des guerres de religion entre chrétiens : d’un côté les catholiques, placés sous l’autorité du pape et de l’autre côté les protestants, qui revendiquent une nouvelle forme de christianisme. À cette époque, les protestants sont peu nombreux en France et sont la cible de sévères persécutions de la part des catholiques.	doltean_1620381310631_2176-0	doltean	est déchirée par des guerres de religion entre chrétiens	Proposition	déchirée; guerre	Suggeree	Base	Base	Peur	Colere	déchiré ; guerre	être déchirer par un guerre de religion entrer chrétien
Albert	2176-0	Albert44-A3_revocation_Edit_Nante	2176-0_1772-1934	Comme eux, de nombreux protestants quittent la France pour s’installer dans des pays où leur culte est autorisé, comme l’Angleterre, l’Allemagne ou les Pays-Bas. 	doltean_1617114331203_2176-0	doltean	quittent la France	Proposition	quittent la France	Comportementale	Base	Aucun	Peur	Aucune	quitter le France	quitter le France
Albert	496-91970802	Albert44-A3_tirelire_humaine	496-91970802_167-277	Après quelques examens dont une radiographie, les médecins ont constaté, sidérés, que l’homme avait ingéré... 	doltean_1617114463487_496-91970802	doltean	sidérés	SAdj	sidérés	Designee	Base	Aucun	Surprise	Aucune	sidéré	sidéré
Albert	496-91970802	Albert44-A3_tirelire_humaine	496-91970802_296-377	Dépressif, l’homme mangeait des pièces de monnaie depuis une trentaine d’années. 	doltean_1617114663755_496-91970802	doltean	Dépressif	SAdj	Dépressif	Designee	Base	Aucun	Tristesse	Aucune	Dépressif	Dépressif
Albert	466-54524547	Albert45-A3_a_pile_ou_face	466-54524547_15-145	Au Pérou, dans le village de Tibillo, situé dans la montagne des Andes, les élections municipales ont pris une drôle de tournure. 	doltean_1617114794991_466-54524547	doltean	une drôle de tournure	SN	drôle	Suggeree	Base	Aucun	Surprise	Aucune	drôle	un drôle de tournure
Albert	473-77232276	Albert45-A3_coup_de_bluff	473-77232276_15-261	À Montignies-sur-Sambre, en Belgique, un commerçant a fait preuve d’un sang-froid exceptionnel : alors que six individus armés ont fait irruption dans son commerce pour le braquer, l’homme a demandé aux malfaiteurs... de revenir à la fermeture ! 	doltean_1620381986185_473-77232276	doltean	un sang-froid exceptionnel	SAdj	exceptionnel	Suggeree	Complexe	Aucun	Admiration	Aucune	exceptionnel	un sang - froid exceptionnel
Albert	473-77232276	Albert45-A3_coup_de_bluff	473-77232276_261-360	Le plus surprenant est que les braqueurs l’ont écouté et sont donc revenus trois heures plus tard. 	doltean_1617115692868_473-77232276	doltean	surprenant	SAdj	surprenant	Designee	Base	Aucun	Surprise	Aucune	surprenant	surprenant
Albert	473-77232276	Albert45-A3_coup_de_bluff	473-77232276_360-455	Malheureusement pour eux, ils ont été surpris par la police, qui avait été alertée entre-temps.	doltean_1617115706060_473-77232276	doltean	surpris	SAdj	surpris	Designee	Base	Aucun	Surprise	Aucune	surpri	surpri
Albert	889-0	Albert45-A3_Irlande	889-0_8-158	Entre l’Irlande du Nord et l’Irlande du Sud, les tensions pourraient se raviver à cause du « Brexit », la sortie du Royaume-Uni de l’Union européenne.	doltean_1617116150442_889-0	doltean	les tensions	SN	tensions	Designee	Base	Aucun	Colere	Aucune	tension	le tension
Albert	889-0	Albert45-A3_Irlande	889-0_649-740	Or, les Irlandais n’ont aucune envie de voir une frontière se remettre en place entre eux. 	doltean_1617116226832_889-0	doltean	n’ont aucune envie de voir une frontière se remettre en place entre eux	Proposition	n'ont aucune envie	Suggeree	Base	Aucun	Colere	Aucune	ne avoir aucun envie	n’ avoir aucun envie de voir un frontière se remettre en place entrer lui
Albert	833-0	Albert45-A3_Mexique	833-0_328-499	Pendant quatre minutes, environ 1500 migrants mexicains vivant aux États-Unis ont donc pu retrouver, étreindre et embrasser des membres de leur famille restés au Mexique. 	doltean_1617116351434_833-0	doltean	ont pu retrouver, étreindre et embrasser des membres de leur famille restés au Mexique	Proposition	retrouver, éteindre et embrasser des membres de leur famille restés au Mexique	Suggeree	Base	Aucun	Joie	Aucune	retrouver , éteindre et embrasser un membre de son famille rester au Mexique	avoir pouvoir retrouver , étreindre et embrasser un membre de son famille rester au Mexique
Albert	833-0	Albert45-A3_Mexique	833-0_623-717	Au moment où la porte s’est ouverte, certains ne s’étaient pas revus depuis plusieurs années. 	doltean_1617116468368_833-0	doltean	ne s’étaient pas revus depuis plusieurs années	Proposition	n'est s'était pas revus	Suggeree	Base	Aucun	Joie	Aucune	ne être se être pas revoir	ne s’ être pas revoir depuis plusieurs année
Albert	402-84671532	Albert45-A3_musee_du_beurk	402-84671532_0-20	Musée du « beurk ! »	doltean_1617116593596_402-84671532	doltean	beurk	Interjection	beurk	Montree	Base	Aucun	Degout	Aucune	beurk	beurk
Albert	402-84671532	Albert45-A3_musee_du_beurk	402-84671532_105-245	Les plats les plus dégoûtants du monde sont présentés depuis le 31 octobre dans un musée spécial qui a ouvert ses portes à Malmö, en Suède. 	doltean_1620382688036_402-84671532	doltean	les plus dégoûtants du monde	SN	dégoûtants	Designee	Base	Aucun	Degout	Aucune	dégoûtant	le plus dégoûtant de monde
Albert	402-84671532	Albert45-A3_musee_du_beurk	402-84671532_245-347	Au menu : 80 spécialités culinaires du monde entier réputées pour leur capacité à susciter le dégoût. 	doltean_1617116703984_402-84671532	doltean	le dégoût	Proposition	dégoût	Designee	Base	Aucun	Degout	Aucune	dégoût	le dégoût
