Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
véridique	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5203-5299	Elle a nous a regardés, un sourire jusqu’aux boucles d’oreille en forme… de livres (véridique) :	alessieux_1622285012526_25740-35036496	alessieux	véridique	SN	véridique	Montree	Base	Aucun	Surprise	Aucune	véridique
DEVOREURS	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5299-5347	- Nous allons devenir des DEVOREURS de livres ! 	alessieux_1622292819704_25740-35036496	alessieux	DEVOREURS	SN	DEVOREURS	Montree	Base	Aucun	Joie	Aucune	DEVOREURS
jeune	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5644-5717	- Ton commentaire est déplacé, jeune homme ! a-t-elle dit d’un air pincé.	alessieux_1616179960966_25740-35036496	alessieux	jeune homme	SN	jeune homme	Montree	Base	Aucun	Colere	Aucune	jeune
homme	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5644-5717	- Ton commentaire est déplacé, jeune homme ! a-t-elle dit d’un air pincé.	alessieux_1616179960966_25740-35036496	alessieux	jeune homme	SN	jeune homme	Montree	Base	Aucun	Colere	Aucune	homme
C'est	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5717-5753	- C’est pas juste ! a braillé Théo. 	alessieux_1616088518526_25740-35036496	alessieux	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	ce
pas	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5717-5753	- C’est pas juste ! a braillé Théo. 	alessieux_1616088518526_25740-35036496	alessieux	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	pas
juste	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5717-5753	- C’est pas juste ! a braillé Théo. 	alessieux_1616088518526_25740-35036496	alessieux	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	juste
J'ai	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5753-5768	J’ai rien dit !	alessieux_1616180388700_25740-35036496	alessieux	J’ai rien dit	Proposition	J'ai rien dit	Montree	Base	Aucun	Colere	Aucune	il
rien	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5753-5768	J’ai rien dit !	alessieux_1616180388700_25740-35036496	alessieux	J’ai rien dit	Proposition	J'ai rien dit	Montree	Base	Aucun	Colere	Aucune	rien
dit	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_5753-5768	J’ai rien dit !	alessieux_1616180388700_25740-35036496	alessieux	J’ai rien dit	Proposition	J'ai rien dit	Montree	Base	Aucun	Colere	Aucune	dire
Je	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	il
n'ai	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	ne
rien	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	rien
eu	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	avoir
le	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	le
temps	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	temps
de	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	de
dire	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6389-6480	Je n’ai rien eu le temps de dire, car la prof, bras en l’air, tentait de calmer le tumulte.	alessieux_1622295592577_25740-35036496	alessieux	Je n’ai rien eu le temps de dire	Proposition	Je n'ai rien eu le temps de dire	Montree	Base	Aucun	Tristesse	Aucune	dire
Bien	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6876-6918	Bien sûr, personne n’a voulu de mon pavé. 	alessieux_1616180673313_25740-35036496	alessieux	Bien sûr	SAdv	Bien sûr	Montree	Base	Aucun	Tristesse	Aucune	bien
sûr	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_6876-6918	Bien sûr, personne n’a voulu de mon pavé. 	alessieux_1616180673313_25740-35036496	alessieux	Bien sûr	SAdv	Bien sûr	Montree	Base	Aucun	Tristesse	Aucune	sûr
Mais	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_7928-8029	- Mais ce n’est pas un des livres que j’ai conseillés, a dit Mme Croazic en voyant la fiche de Katia.	yoleneconstable_1616185077194_25740-35036496	yoleneconstable	Mais ce n’est pas un des livres que j’ai conseillés	Proposition	Mais	Montree	Base	Aucun	Surprise	Aucune	mais
n'aviez	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9635-9694	- Vous n’aviez pas dit qu’il fallait le rapporter ! (Zynep)	yoleneconstable_1616187382285_25740-35036496	yoleneconstable	Vous n’aviez pas dit qu’il fallait le rapporter	Proposition	n'aviez pas dit	Montree	Base	Aucun	Colere	Aucune	ne
pas	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9635-9694	- Vous n’aviez pas dit qu’il fallait le rapporter ! (Zynep)	yoleneconstable_1616187382285_25740-35036496	yoleneconstable	Vous n’aviez pas dit qu’il fallait le rapporter	Proposition	n'aviez pas dit	Montree	Base	Aucun	Colere	Aucune	pas
dit	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9635-9694	- Vous n’aviez pas dit qu’il fallait le rapporter ! (Zynep)	yoleneconstable_1616187382285_25740-35036496	yoleneconstable	Vous n’aviez pas dit qu’il fallait le rapporter	Proposition	n'aviez pas dit	Montree	Base	Aucun	Colere	Aucune	dire
C'est	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9809-9835	- C’est pas juste ! (Théo)	yoleneconstable_1616105029569_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	ce
pas	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9809-9835	- C’est pas juste ! (Théo)	yoleneconstable_1616105029569_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	pas
juste	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9809-9835	- C’est pas juste ! (Théo)	yoleneconstable_1616105029569_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	juste
Un	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9835-9848	- Un livre ? 	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	un
livre	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9835-9848	- Un livre ? 	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	livre
Quel	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9835-9848	- Un livre ? 	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	quel
livre	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9835-9848	- Un livre ? 	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	livre
Un	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9848-9868	Quel livre ? (Roméo)	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	un
livre	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9848-9868	Quel livre ? (Roméo)	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	livre
Quel	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9848-9868	Quel livre ? (Roméo)	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	quel
livre	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_9848-9868	Quel livre ? (Roméo)	yoleneconstable_1616187377822_25740-35036496	yoleneconstable	Un livre ? Quel livre ? 	Accumulation	Un livre ? Quel livre ?	Montree	Base	Aucun	Surprise	Aucune	livre
où	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_12851-12893	- Mes enfants, mes enfants, où êtes-vous ?	yoleneconstable_1616188749728_25740-35036496	yoleneconstable	Mes enfants, mes enfants, où êtes-vous ?	Proposition	où êtes-vous ?	Montree	Base	Aucun	Surprise	Aucune	où
êtes-vous	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_12851-12893	- Mes enfants, mes enfants, où êtes-vous ?	yoleneconstable_1616188749728_25740-35036496	yoleneconstable	Mes enfants, mes enfants, où êtes-vous ?	Proposition	où êtes-vous ?	Montree	Base	Aucun	Surprise	Aucune	être
Mais	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	mais
qu'est-ce	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	qu'er
que	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	que
vous	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	il
faisiez	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	faire
sous	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	sous
les	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	le
tables	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13323-13393	- Mais qu’est-ce que vous faisiez sous les tables ? a demandé la prof.	yoleneconstable_1616189034559_25740-35036496	yoleneconstable	Mais qu’est-ce que vous faisiez sous les tables ?	Proposition	Mais qu'est-ce que vous faisiez sous les tables ?	Montree	Base	Base	Surprise	Colere	table
vous	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13981-14037	- C’est une recherche, alors vous chercherez ! (La prof)	yoleneconstable_1622056984486_25740-35036496	yoleneconstable	C’est une recherche, alors vous chercherez 	Proposition	vous chercherez	Montree	Base	Aucun	Colere	Aucune	il
chercherez	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_13981-14037	- C’est une recherche, alors vous chercherez ! (La prof)	yoleneconstable_1622056984486_25740-35036496	yoleneconstable	C’est une recherche, alors vous chercherez 	Proposition	vous chercherez	Montree	Base	Aucun	Colere	Aucune	chercher
C'est	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14037-14063	- C’est pas juste ! (Théo)	yoleneconstable_1616099146420_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	ce
pas	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14037-14063	- C’est pas juste ! (Théo)	yoleneconstable_1616099146420_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	pas
juste	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14037-14063	- C’est pas juste ! (Théo)	yoleneconstable_1616099146420_25740-35036496	yoleneconstable	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Aucun	Colere	Aucune	juste
rangez	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14134-14183	- Rangez vos affaires et sortez ! a crié la prof.	yoleneconstable_1616099786320_25740-35036496	yoleneconstable	Rangez vos affaires et sortez	Proposition	rangez ; sortez	Montree	Base	Aucun	Colere	Aucune	ranger
sortez	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14134-14183	- Rangez vos affaires et sortez ! a crié la prof.	yoleneconstable_1616099786320_25740-35036496	yoleneconstable	Rangez vos affaires et sortez	Proposition	rangez ; sortez	Montree	Base	Aucun	Colere	Aucune	sortir
Mais	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14303-14333	- Mais qu’est-ce que tu fais ?	yoleneconstable_1616190115159_25740-35036496	yoleneconstable	Mais qu’est-ce que tu fais ?	Proposition	Mais ; ?	Montree	Base	Aucun	Surprise	Aucune	mais
C'est	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14379-14417	- C’est pas le moment ! a dit la prof.	yoleneconstable_1616190286262_25740-35036496	yoleneconstable	C’est pas le moment	Proposition	C'est pas le moment	Montree	Base	Aucun	Colere	Aucune	ce
pas	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14379-14417	- C’est pas le moment ! a dit la prof.	yoleneconstable_1616190286262_25740-35036496	yoleneconstable	C’est pas le moment	Proposition	C'est pas le moment	Montree	Base	Aucun	Colere	Aucune	pas
le	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14379-14417	- C’est pas le moment ! a dit la prof.	yoleneconstable_1616190286262_25740-35036496	yoleneconstable	C’est pas le moment	Proposition	C'est pas le moment	Montree	Base	Aucun	Colere	Aucune	le
moment	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_14379-14417	- C’est pas le moment ! a dit la prof.	yoleneconstable_1616190286262_25740-35036496	yoleneconstable	C’est pas le moment	Proposition	C'est pas le moment	Montree	Base	Aucun	Colere	Aucune	moment
c'est	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_15081-15305	Avant de répondre, j’ai vite avalé le morceau de gougère qui me restait pour pouvoir me resservir avant lui (c’est bien la peine d’être débarrassé de son frère aîné si c’est pour récupérer un beau-frère encore plus goinfre).	mantoine_1616093687314_25740-35036496	mantoine	c’est bien la peine si c’est pour	Proposition	c'est bien la peine	Montree	Base	Aucun	Colere	Aucune	ce
bien	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_15081-15305	Avant de répondre, j’ai vite avalé le morceau de gougère qui me restait pour pouvoir me resservir avant lui (c’est bien la peine d’être débarrassé de son frère aîné si c’est pour récupérer un beau-frère encore plus goinfre).	mantoine_1616093687314_25740-35036496	mantoine	c’est bien la peine si c’est pour	Proposition	c'est bien la peine	Montree	Base	Aucun	Colere	Aucune	bien
la	FictionProjetM2	25740-35036496	Friot_francais	25740-35036496_15081-15305	Avant de répondre, j’ai vite avalé le morceau de gougère qui me restait pour pouvoir me resservir avant lui (c’est bien la peine d’être débarrassé de son frère aîné si c’est pour récupérer un beau-frère encore plus goinfre).	mantoine_1616093687314_25740-35036496	mantoine	c’est bien la peine si c’est pour	Proposition	c'est bien la peine	Montree	Base	Aucun	Colere	Aucune	le
