Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
se	Albert	526-38436156	Albert35-A3_operation_pieces_rouges	526-38436156_232-352	Pour se venger, il a décidé de payer cette somme uniquement avec des pièces rouges et jaunes de 1, 2, 5 ou 10 centimes. 	doltean_1616753279892_526-38436156	doltean	se venger	Proposition	se venger	Comportementale	Base	Aucun	Colere	Aucune	se
venger	Albert	526-38436156	Albert35-A3_operation_pieces_rouges	526-38436156_232-352	Pour se venger, il a décidé de payer cette somme uniquement avec des pièces rouges et jaunes de 1, 2, 5 ou 10 centimes. 	doltean_1616753279892_526-38436156	doltean	se venger	Proposition	se venger	Comportementale	Base	Aucun	Colere	Aucune	venger
menacés	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1620208985617_817-94690530	doltean	sont menacés	Proposition	menacés	Designee	Base	Aucun	Peur	Aucune	menacer
ils	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753536452_817-94690530	doltean	ils n’auront plus de clients	Proposition	ils n'auront plus de clients	Suggeree	Base	Aucun	Colere	Aucune	il
n'auront	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753536452_817-94690530	doltean	ils n’auront plus de clients	Proposition	ils n'auront plus de clients	Suggeree	Base	Aucun	Colere	Aucune	ne
plus	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753536452_817-94690530	doltean	ils n’auront plus de clients	Proposition	ils n'auront plus de clients	Suggeree	Base	Aucun	Colere	Aucune	plus
de	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753536452_817-94690530	doltean	ils n’auront plus de clients	Proposition	ils n'auront plus de clients	Suggeree	Base	Aucun	Colere	Aucune	de
clients	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753536452_817-94690530	doltean	ils n’auront plus de clients	Proposition	ils n'auront plus de clients	Suggeree	Base	Aucun	Colere	Aucune	client
critiquent	Albert	817-94690530	Albert35-A3_Philippines	817-94690530_525-688	Or, les restaurateurs et les hôteliers critiquent fortement cette mesure de fermeture car ils n’auront plus de clients : des milliers d’emplois sont donc menacés. 	doltean_1616753460688_817-94690530	doltean	critiquent fortement	Proposition	critiquent	Comportementale	Base	Aucun	Colere	Aucune	critiquer
inquiets	Albert	564-41095890	Albert35-A3_ratons_zombies	564-41095890_16-189	Dans l’État d’Ohio, dans le nord-est des États-Unis, les habitants sont inquiets : depuis quelques temps, les ratons laveurs se comportent, selon eux... comme des zombies ! 	doltean_1616753620568_564-41095890	doltean	inquiets	SAdj	inquiets	Designee	Base	Aucun	Peur	Aucune	inquiet
menaçaient	Albert	564-41095890	Albert35-A3_ratons_zombies	564-41095890_189-386	Plusieurs appels à la police locale ont en effet rapporté que ces créatures, d’ordinaire discrètes et craintives, menaçaient les habitants, dressées sur leurs pattes arrière en montrant les crocs. 	doltean_1616753810356_564-41095890	doltean	menaçaient	Proposition	menaçaient	Designee	Base	Aucun	Peur	Aucune	menacer
craintives	Albert	564-41095890	Albert35-A3_ratons_zombies	564-41095890_189-386	Plusieurs appels à la police locale ont en effet rapporté que ces créatures, d’ordinaire discrètes et craintives, menaçaient les habitants, dressées sur leurs pattes arrière en montrant les crocs. 	doltean_1620209163344_564-41095890	doltean	craintives	SAdj	craintives	Designee	Base	Aucun	Peur	Aucune	craintif
surprise	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_129-347	Les fonctionnaires de l’hôtel de police de la ville de Metz, en Lorraine, ont ainsi eu la désagréable surprise de constater qu’ils avaient été « notés », par un homme qui avait récemment passé une nuit en garde à vue. 	doltean_1616753919240_598-85571442	doltean	la désagréable surprise	SN	surprise	Designee	Base	Aucun	Surprise	Aucune	surprise
n	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_515-564	Une blague qui n’a pas fait rire tout le monde...	doltean_1616754198935_598-85571442	doltean	n’a pas fait rire	Proposition	n'a pas fait rire	Suggeree	Base	Aucun	Colere	Aucune	n
a	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_515-564	Une blague qui n’a pas fait rire tout le monde...	doltean_1616754198935_598-85571442	doltean	n’a pas fait rire	Proposition	n'a pas fait rire	Suggeree	Base	Aucun	Colere	Aucune	à
pas	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_515-564	Une blague qui n’a pas fait rire tout le monde...	doltean_1616754198935_598-85571442	doltean	n’a pas fait rire	Proposition	n'a pas fait rire	Suggeree	Base	Aucun	Colere	Aucune	pas
fait	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_515-564	Une blague qui n’a pas fait rire tout le monde...	doltean_1616754198935_598-85571442	doltean	n’a pas fait rire	Proposition	n'a pas fait rire	Suggeree	Base	Aucun	Colere	Aucune	faire
rire	Albert	598-85571442	Albert35-A3_sejour_de_reve	598-85571442_515-564	Une blague qui n’a pas fait rire tout le monde...	doltean_1616754198935_598-85571442	doltean	n’a pas fait rire	Proposition	n'a pas fait rire	Suggeree	Base	Aucun	Colere	Aucune	rire
surprise	Albert	428-25707429	Albert36-A3_addition_salee	428-25707429_20-129	En Suisse, une femme a eu la mauvaise surprise de payer 6430 euros... pour deux cafés et un chocolat chaud ! 	doltean_1616754300363_428-25707429	doltean	la mauvaise surprise	SN	surprise	Designee	Base	Aucun	Surprise	Aucune	surprise
malheureuse	Albert	428-25707429	Albert36-A3_addition_salee	428-25707429_323-417	Depuis qu’elle a découvert son erreur, la malheureuse touriste essaye de récupérer son argent.	doltean_1616754559509_428-25707429	doltean	malheureuse	SAdj	malheureuse	Designee	Base	Aucun	Tristesse	Aucune	malheureux
manifestations	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_8-151	Depuis la mi-avril, de nombreuses manifestations contre le gouvernement se tiennent dans ce petit pays du Caucase, situé à l’est de la Turquie.	doltean_1616754802971_876-86131386	doltean	de nombreuses manifestations contre le gouvernement	SN	manifestations	Comportementale	Base	Aucun	Colere	Aucune	manifestation
réclamait	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_153-308	À l’origine, la population réclamait le départ de Serge Sarkissian : ancien président de la République, il venait de prendre le poste de Premier ministre. 	doltean_1616754869553_876-86131386	doltean	réclamait le départ de Serge Sarkissian	Proposition	réclamait	Comportementale	Base	Aucun	Colere	Aucune	réclamer
accusaient	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_308-396	Les Arméniens l’accusaient d’avoir voulu garder le pouvoir, qu’il détenait depuis 2008. 	doltean_1616754933969_876-86131386	doltean	l’accusaient d’avoir voulu garder le pouvoir	Conj. de coordination	accusaient	Comportementale	Base	Aucun	Colere	Aucune	accuser
barrer	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	barrer
les	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	le
routes	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	route
et	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	et
les	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	le
voies	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	voie
ferrés	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	ferrer
bloquer	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755127395_876-86131386	doltean	barrer les routes et les voies ferrées pour bloquer la capitale	Proposition	barrer les routes et les voies ferrés; bloquer	Comportementale	Base	Aucun	Colere	Aucune	bloquer
appelé	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755088737_876-86131386	doltean	avait appelé à manifester pacifiquement contre le pouvoir	Proposition	appelé à manifester	Comportementale	Base	Aucun	Colere	Aucune	appeler
à	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755088737_876-86131386	doltean	avait appelé à manifester pacifiquement contre le pouvoir	Proposition	appelé à manifester	Comportementale	Base	Aucun	Colere	Aucune	à
manifester	Albert	876-86131386	Albert36-A3_Armenie	876-86131386_570-715	Il avait appelé à manifester pacifiquement contre le pouvoir ainsi qu’à barrer les routes et les voies ferrées pour bloquer la capitale, Erevan. 	doltean_1616755088737_876-86131386	doltean	avait appelé à manifester pacifiquement contre le pouvoir	Proposition	appelé à manifester	Comportementale	Base	Aucun	Colere	Aucune	manifester
se	Albert	2101-0	Albert36-A3_etudiants_et_ouvriers_se_rebellent	2101-0_0-34	Étudiants et ouvriers se rebellent	doltean_1616755405875_2101-0	doltean	se rebellent	Proposition	se rebellent	Comportementale	Base	Aucun	Colere	Aucune	se
rebellent	Albert	2101-0	Albert36-A3_etudiants_et_ouvriers_se_rebellent	2101-0_0-34	Étudiants et ouvriers se rebellent	doltean_1616755405875_2101-0	doltean	se rebellent	Proposition	se rebellent	Comportementale	Base	Aucun	Colere	Aucune	rebeler
se	Albert	2101-0	Albert36-A3_etudiants_et_ouvriers_se_rebellent	2101-0_206-357	En mars 1968, la colère commence à gronder chez les étudiants de l’université de Nanterre, près de Paris, qui se plaignent de leurs conditions de vie. 	doltean_1620219200974_2101-0	doltean	se plaignent de leurs conditions de vie	Proposition	se plaigent	Comportementale	Base	Aucun	Colere	Aucune	se
plaigent	Albert	2101-0	Albert36-A3_etudiants_et_ouvriers_se_rebellent	2101-0_206-357	En mars 1968, la colère commence à gronder chez les étudiants de l’université de Nanterre, près de Paris, qui se plaignent de leurs conditions de vie. 	doltean_1620219200974_2101-0	doltean	se plaignent de leurs conditions de vie	Proposition	se plaigent	Comportementale	Base	Aucun	Colere	Aucune	plaigent
colère	Albert	2101-0	Albert36-A3_etudiants_et_ouvriers_se_rebellent	2101-0_206-357	En mars 1968, la colère commence à gronder chez les étudiants de l’université de Nanterre, près de Paris, qui se plaignent de leurs conditions de vie. 	doltean_1616755496273_2101-0	doltean	la colère	SN	colère	Designee	Base	Aucun	Colere	Aucune	colère
